Age,Household_Income,Credit_Score_Range,Vehicle_Year,Current_Mileage,Lead_Score,Purchased,Car_Make,Car_Model,Ownership_Type,Marital_Status,Education_Level,Homeowner_Status,Employment_Status,Gender,Preferred_Contact_Method,Lead_Source,Device_Type,Insurance_Status,Do_Not_Call,Email_Opt_In,Visited_Website_Last_30_Days,Clicked_Email_Last_30_Days,Opened_Email_Last_30_Days,Region,Zip_Code,Phone_Valid,Email_Valid,Vehicle_Use,Language_Preference,Military_Status,Has_Children,Outdoor_Activity_Level,Purchase_Intention,Number_of_Vehicles,Years_in_Current_Home,Past_Warranty_Purchase,Service_History,Recent_Move,Household_Size,Estimated_Home_Value,Estimated_Rent,Utilities_Included,Subscribed_To_Competitor,Warranty_Interest_Level,Credit_Card_Holder,Bank_Loan,Social_Media_Engagement,Online_Shopping_Frequency,Mobile_App_User,Streaming_Services_User,Data_Sharing_Consent
31,30-50K,650-699,2010,156343,46,1,Toyota,Altima,Leased,Single,Bachelor's Degree,Homeowner,Employed Part-Time,Male,Mail,Cold Call,Desktop,Yes,No,Yes,No,Yes,No,Midwest,19892,No,No,Business,Spanish,Active Duty,Yes,Medium,Low,3,9,No,None,Yes,4,100-200K,2000+,No,No,Low,Yes,No,Low,High,No,Yes,No
68,75-100K,650-699,2019,183995,83,1,Volkswagen,C-Class,Owned,Widowed,Some College,Homeowner,Employed Full-Time,Other,Email,Referral,Mobile,Yes,Yes,No,No,No,No,Midwest,15274,Yes,Yes,Business,English,None,No,Medium,Low,1,23,Yes,None,No,4,100-200K,1500-2000,Yes,No,High,Yes,No,Low,Medium,No,No,Yes
73,75-100K,<600,2023,95638,58,0,Chevrolet,F-150,Financed,Married,Associate Degree,Homeowner,Employed Part-Time,Female,Text,Referral,Mobile,Yes,No,Yes,Yes,Yes,No,Midwest,48024,Yes,Yes,Mixed,English,None,No,High,Medium,3,36,No,Regular,Yes,5,200-400K,1500-2000,Yes,No,Medium,Yes,Yes,Low,High,Yes,No,No
39,30-50K,650-699,2016,189302,65,0,Kia,3 Series,Owned,Married,Bachelor's Degree,Living with Family,Retired,Male,Mail,Event,Tablet,No,No,No,Yes,No,Yes,Northeast,36710,No,No,Mixed,Spanish,Active Duty,Yes,High,Medium,4,38,No,None,No,6,100-200K,500-1000,Yes,No,High,Yes,Yes,High,Medium,Yes,Yes,No
54,75-100K,650-699,2006,18194,42,0,Toyota,Jetta,Owned,Widowed,Doctorate,Living with Family,Unemployed,Male,Email,Website,Tablet,No,Yes,Yes,No,Yes,Yes,West,80081,Yes,No,Mixed,Spanish,None,No,High,Low,5,5,No,Regular,Yes,3,100-200K,1000-1500,No,Yes,Low,Yes,No,Medium,Medium,No,Yes,No
60,<30K,600-649,2008,149561,44,1,Chevrolet,Elantra,Leased,Widowed,Master's Degree,Living with Family,Employed Full-Time,Other,Email,Email Campaign,Tablet,No,Yes,Yes,Yes,No,Yes,South,95853,No,No,Mixed,Other,Active Duty,Yes,Medium,High,5,15,No,None,No,4,600K+,1500-2000,Yes,Yes,Medium,No,No,Low,Low,Yes,No,No
59,30-50K,800+,2018,119903,76,1,Chevrolet,Jetta,Leased,Married,Doctorate,Living with Family,Self-Employed,Female,Text,Email Campaign,Desktop,Yes,No,Yes,No,No,No,Northeast,18038,No,No,Personal,Other,Veteran,No,High,Medium,2,7,Yes,Occasional,No,2,400-600K,2000+,No,No,Medium,No,Yes,High,Low,No,No,No
80,30-50K,650-699,2012,142217,66,1,Mercedes,3 Series,Leased,Married,Master's Degree,Living with Family,Employed Full-Time,Female,Email,Event,Desktop,No,No,No,No,Yes,No,Northeast,90117,No,No,Personal,English,None,Yes,Low,Low,2,21,No,None,No,2,<100K,<500,No,Yes,High,Yes,No,High,High,No,Yes,No
37,<30K,650-699,2013,90796,42,0,Chevrolet,Sorento,Owned,Divorced,Associate Degree,Living with Family,Unemployed,Female,Text,Cold Call,Mobile,No,Yes,Yes,No,No,No,Northeast,36773,Yes,Yes,Personal,Other,Veteran,No,Medium,Low,1,28,Yes,Regular,Yes,6,100-200K,1000-1500,No,Yes,Medium,No,No,Low,Low,No,Yes,Yes
36,50-75K,700-749,2017,86743,49,1,Kia,F-150,Financed,Divorced,Bachelor's Degree,Renter,Self-Employed,Male,Email,Referral,Mobile,Yes,No,No,No,Yes,No,West,80781,Yes,No,Personal,English,Veteran,No,High,Low,4,38,No,Regular,Yes,5,<100K,1000-1500,No,No,Low,Yes,Yes,Medium,High,No,Yes,Yes
86,100-150K,600-649,2014,32259,74,1,Nissan,Corolla,Owned,Widowed,Some College,Renter,Retired,Other,Text,Cold Call,Mobile,Yes,Yes,Yes,Yes,Yes,Yes,Northeast,85695,Yes,Yes,Mixed,Other,Veteran,No,Medium,Low,2,29,Yes,Occasional,No,3,100-200K,1000-1500,No,Yes,Low,No,No,Low,High,Yes,No,No
69,30-50K,750-800,2013,68176,70,0,Kia,Civic,Leased,Married,Master's Degree,Homeowner,Self-Employed,Female,Phone,Cold Call,Mobile,No,No,Yes,No,Yes,No,South,38282,Yes,Yes,Mixed,Spanish,None,No,Low,High,3,7,No,Occasional,No,6,200-400K,500-1000,Yes,Yes,Medium,No,Yes,Low,Low,No,Yes,No
71,30-50K,700-749,2022,5914,34,0,Mercedes,Sorento,Financed,Divorced,Master's Degree,Living with Family,Employed Full-Time,Other,Phone,Cold Call,Tablet,Yes,Yes,No,No,No,No,Midwest,28619,Yes,Yes,Personal,English,None,Yes,Medium,High,3,19,Yes,Occasional,No,5,100-200K,1500-2000,Yes,Yes,High,Yes,No,High,Medium,Yes,Yes,Yes
83,50-75K,650-699,2009,53147,87,1,Toyota,Jetta,Financed,Divorced,Master's Degree,Homeowner,Employed Part-Time,Other,Phone,Referral,Tablet,Yes,Yes,Yes,Yes,No,No,Midwest,93264,No,No,Personal,Other,Veteran,No,Medium,Medium,2,35,No,Occasional,No,2,600K+,500-1000,Yes,Yes,Low,No,Yes,High,Medium,No,No,Yes
50,75-100K,650-699,2022,8766,62,1,Kia,F-150,Owned,Single,Master's Degree,Living with Family,Employed Part-Time,Other,Phone,Event,Desktop,Yes,No,No,No,Yes,No,Midwest,50918,No,No,Mixed,English,None,Yes,Low,High,1,17,Yes,Regular,Yes,6,<100K,1000-1500,Yes,No,High,No,No,Medium,High,No,Yes,No
36,50-75K,650-699,2019,114104,61,0,BMW,F-150,Financed,Married,High School,Homeowner,Self-Employed,Other,Text,Event,Mobile,Yes,No,Yes,No,No,No,Midwest,88207,No,No,Personal,Spanish,None,No,High,High,1,38,Yes,Regular,Yes,4,100-200K,<500,No,No,Medium,No,Yes,Low,Low,No,No,No
38,150K+,600-649,2005,109171,38,0,Mercedes,C-Class,Owned,Divorced,Doctorate,Homeowner,Retired,Female,Text,Referral,Tablet,Yes,Yes,Yes,Yes,Yes,No,South,74194,Yes,Yes,Personal,Spanish,None,No,High,High,2,32,Yes,None,No,1,100-200K,1000-1500,Yes,Yes,High,No,No,Low,Low,No,Yes,Yes
62,75-100K,650-699,2007,1648,51,0,Nissan,Altima,Owned,Widowed,Master's Degree,Renter,Retired,Male,Text,Event,Mobile,Yes,Yes,Yes,Yes,No,Yes,West,32103,Yes,Yes,Mixed,Other,Veteran,Yes,Low,Medium,1,10,Yes,None,Yes,2,200-400K,1500-2000,Yes,No,Medium,No,Yes,Medium,Low,No,No,Yes
82,100-150K,700-749,2014,2619,85,1,Mercedes,Corolla,Leased,Single,Master's Degree,Homeowner,Retired,Female,Mail,Cold Call,Mobile,No,No,Yes,No,Yes,Yes,Northeast,82490,No,Yes,Mixed,Spanish,Veteran,Yes,High,Low,2,28,Yes,Regular,Yes,6,100-200K,<500,Yes,No,Medium,Yes,No,Medium,Low,Yes,Yes,No
44,75-100K,750-800,2016,120821,66,0,Ford,Civic,Financed,Married,Some College,Homeowner,Self-Employed,Male,Phone,Website,Mobile,Yes,Yes,No,No,Yes,Yes,West,43452,Yes,Yes,Personal,English,Active Duty,No,High,Medium,4,17,No,Occasional,Yes,4,200-400K,1000-1500,No,Yes,Low,Yes,Yes,High,High,No,No,No
70,30-50K,650-699,2019,66572,72,1,Chevrolet,Corolla,Owned,Widowed,Master's Degree,Homeowner,Self-Employed,Female,Phone,Event,Mobile,No,Yes,Yes,Yes,No,Yes,Northeast,10908,No,No,Personal,Spanish,Active Duty,No,Medium,Low,3,16,Yes,None,Yes,3,100-200K,2000+,Yes,No,High,Yes,No,High,Medium,Yes,No,Yes
27,100-150K,600-649,2017,43314,51,0,Mercedes,C-Class,Leased,Married,Doctorate,Renter,Employed Part-Time,Female,Mail,Referral,Tablet,Yes,Yes,Yes,No,Yes,Yes,South,84464,No,Yes,Business,English,Active Duty,No,Medium,High,2,18,No,Occasional,Yes,6,400-600K,500-1000,No,Yes,Medium,Yes,No,Medium,Medium,Yes,No,No
74,100-150K,750-800,2012,148725,60,0,Ford,Jetta,Financed,Single,High School,Living with Family,Unemployed,Female,Email,Event,Mobile,No,No,No,Yes,Yes,No,South,14848,Yes,No,Mixed,English,Veteran,Yes,High,High,1,28,No,Regular,Yes,5,100-200K,<500,No,Yes,Medium,No,No,Medium,Medium,Yes,No,Yes
66,50-75K,650-699,2012,120478,85,1,Ford,C-Class,Leased,Single,Master's Degree,Renter,Self-Employed,Male,Mail,Cold Call,Tablet,No,No,No,No,No,No,South,23681,Yes,No,Mixed,Spanish,Veteran,No,Medium,Low,1,16,No,Regular,No,3,200-400K,1500-2000,Yes,No,High,No,Yes,High,Low,Yes,Yes,Yes
61,50-75K,650-699,2015,156166,52,0,Nissan,Elantra,Owned,Single,Associate Degree,Renter,Self-Employed,Other,Email,Cold Call,Desktop,No,No,No,Yes,No,No,South,89618,No,No,Mixed,Spanish,None,No,Low,Low,5,16,No,Occasional,No,6,600K+,1000-1500,Yes,No,High,No,Yes,Low,Low,No,Yes,Yes
85,75-100K,700-749,2008,178160,62,0,Nissan,Civic,Owned,Divorced,Master's Degree,Renter,Employed Part-Time,Other,Text,Website,Mobile,Yes,Yes,No,No,No,No,South,25041,No,No,Business,English,Veteran,Yes,High,Low,3,27,No,Regular,No,2,100-200K,1500-2000,Yes,No,Medium,Yes,Yes,Medium,Medium,No,No,Yes
86,30-50K,650-699,2019,5399,54,0,Ford,Civic,Owned,Single,High School,Living with Family,Retired,Male,Email,Cold Call,Mobile,Yes,No,No,Yes,No,Yes,South,83835,No,No,Mixed,Spanish,None,Yes,Medium,High,4,38,No,Regular,No,6,400-600K,500-1000,No,Yes,Low,Yes,No,Medium,Low,Yes,No,Yes
56,75-100K,650-699,2018,151301,55,1,BMW,Sorento,Leased,Widowed,Bachelor's Degree,Renter,Employed Part-Time,Other,Email,Referral,Mobile,Yes,Yes,Yes,No,Yes,No,West,33157,No,No,Mixed,Spanish,Veteran,No,High,Medium,2,28,Yes,Occasional,Yes,2,100-200K,500-1000,No,No,Medium,No,Yes,High,Low,Yes,No,No
52,100-150K,700-749,2013,95638,48,0,Volkswagen,Elantra,Leased,Widowed,Bachelor's Degree,Living with Family,Retired,Male,Text,Cold Call,Mobile,Yes,Yes,Yes,No,Yes,Yes,Northeast,46469,No,No,Business,Other,None,No,High,High,5,27,Yes,Regular,Yes,6,100-200K,2000+,No,Yes,Low,Yes,Yes,Low,High,Yes,No,No
76,50-75K,600-649,2023,100651,69,0,Ford,Jetta,Owned,Married,Doctorate,Living with Family,Self-Employed,Female,Email,Referral,Mobile,Yes,Yes,No,Yes,Yes,Yes,Midwest,12235,Yes,Yes,Mixed,English,Active Duty,Yes,Medium,Low,1,13,Yes,Occasional,Yes,4,600K+,500-1000,No,Yes,Low,Yes,No,High,High,No,Yes,No
44,100-150K,700-749,2006,106273,50,0,Mercedes,Jetta,Owned,Widowed,Associate Degree,Homeowner,Employed Full-Time,Other,Text,Website,Tablet,No,Yes,Yes,Yes,No,No,Northeast,16852,No,No,Personal,Other,None,No,High,Low,1,22,Yes,Occasional,No,5,400-600K,<500,Yes,Yes,Low,Yes,Yes,High,High,No,No,No
74,50-75K,700-749,2007,14057,53,0,Honda,3 Series,Leased,Married,High School,Renter,Retired,Other,Email,Website,Desktop,Yes,No,Yes,Yes,No,No,West,73296,Yes,Yes,Business,Spanish,Veteran,No,High,Low,3,40,Yes,Regular,Yes,5,100-200K,1500-2000,Yes,No,Low,Yes,No,High,High,No,No,Yes
53,100-150K,650-699,2013,127129,56,0,Kia,Sorento,Leased,Widowed,Master's Degree,Living with Family,Employed Part-Time,Other,Text,Cold Call,Mobile,No,No,No,No,No,No,Northeast,82300,Yes,Yes,Business,Spanish,None,No,Medium,Medium,5,2,Yes,Regular,No,6,100-200K,500-1000,No,Yes,Medium,No,Yes,Low,Medium,Yes,Yes,Yes
21,100-150K,700-749,2009,120062,40,0,Chevrolet,Corolla,Owned,Widowed,Master's Degree,Homeowner,Retired,Other,Phone,Cold Call,Desktop,Yes,No,No,No,No,Yes,Northeast,58309,Yes,Yes,Mixed,Spanish,Active Duty,No,High,High,5,22,No,None,Yes,1,100-200K,1000-1500,Yes,Yes,High,No,Yes,Low,Low,Yes,Yes,Yes
49,50-75K,600-649,2020,24067,41,1,Chevrolet,Elantra,Financed,Single,Some College,Living with Family,Employed Part-Time,Other,Mail,Event,Mobile,Yes,Yes,Yes,No,No,Yes,Northeast,65922,No,No,Mixed,Other,Veteran,No,Low,High,2,39,Yes,None,No,3,100-200K,1500-2000,Yes,No,Medium,No,Yes,Medium,Medium,No,Yes,Yes
83,30-50K,650-699,2015,134126,61,1,Toyota,Corolla,Owned,Widowed,Some College,Renter,Self-Employed,Female,Email,Cold Call,Mobile,No,Yes,Yes,Yes,No,Yes,Northeast,82025,No,No,Mixed,English,Active Duty,Yes,Medium,Medium,4,7,No,None,No,5,200-400K,1500-2000,No,No,Low,No,Yes,High,Medium,No,No,Yes
24,75-100K,600-649,2013,2421,40,1,Hyundai,C-Class,Financed,Married,Bachelor's Degree,Renter,Employed Full-Time,Female,Phone,Cold Call,Tablet,Yes,Yes,No,Yes,Yes,No,West,31383,Yes,Yes,Business,English,None,No,Medium,High,1,5,Yes,Regular,Yes,1,400-600K,500-1000,No,Yes,High,Yes,Yes,Low,High,Yes,No,No
58,30-50K,650-699,2012,26374,51,1,Nissan,F-150,Leased,Widowed,Bachelor's Degree,Renter,Employed Full-Time,Female,Text,Cold Call,Tablet,No,No,Yes,No,No,No,Northeast,39190,Yes,Yes,Personal,English,None,No,Medium,High,3,0,No,Regular,No,3,<100K,1500-2000,Yes,No,High,No,No,Low,High,Yes,Yes,Yes
88,50-75K,650-699,2009,101145,75,0,BMW,Altima,Financed,Widowed,Associate Degree,Living with Family,Unemployed,Other,Email,Cold Call,Tablet,No,No,Yes,Yes,Yes,Yes,Northeast,65835,No,Yes,Business,Other,Veteran,Yes,Medium,Low,2,35,Yes,Regular,No,2,<100K,500-1000,Yes,Yes,Low,Yes,No,Medium,High,No,Yes,Yes
77,50-75K,650-699,2020,71115,81,0,Honda,Altima,Leased,Widowed,Doctorate,Homeowner,Employed Full-Time,Other,Text,Email Campaign,Desktop,No,No,No,Yes,No,Yes,South,53770,Yes,No,Personal,English,Active Duty,Yes,High,High,5,5,Yes,None,No,1,<100K,1500-2000,No,Yes,High,No,Yes,Medium,Low,Yes,No,Yes
83,<30K,650-699,2013,43028,54,0,Ford,Jetta,Owned,Widowed,Master's Degree,Living with Family,Self-Employed,Female,Phone,Cold Call,Tablet,No,No,No,No,Yes,Yes,South,75061,No,Yes,Business,Spanish,Veteran,Yes,Medium,High,5,4,No,Regular,No,1,200-400K,1500-2000,Yes,No,Medium,Yes,No,Medium,High,No,No,Yes
63,75-100K,600-649,2013,33795,62,1,Ford,Corolla,Leased,Married,Some College,Homeowner,Unemployed,Male,Mail,Email Campaign,Desktop,No,No,Yes,Yes,Yes,No,Northeast,16717,No,Yes,Mixed,Other,None,Yes,Medium,Medium,3,27,Yes,None,Yes,3,600K+,1500-2000,Yes,No,Medium,No,Yes,Low,Medium,Yes,Yes,No
32,30-50K,650-699,2011,6169,46,1,Honda,F-150,Leased,Divorced,High School,Renter,Retired,Other,Email,Website,Desktop,Yes,No,No,No,No,No,Midwest,10540,No,No,Mixed,English,None,No,Low,Medium,5,0,Yes,Regular,Yes,4,<100K,1500-2000,No,Yes,Medium,No,Yes,Medium,Medium,No,No,Yes
24,75-100K,650-699,2015,71304,57,0,Kia,Sorento,Owned,Single,Master's Degree,Living with Family,Retired,Male,Phone,Website,Tablet,No,No,No,No,No,No,Northeast,74400,Yes,Yes,Personal,English,None,Yes,Medium,High,1,34,No,None,Yes,5,600K+,1500-2000,Yes,No,Medium,Yes,Yes,Medium,Low,No,No,No
78,100-150K,<600,2011,15379,63,0,Kia,F-150,Leased,Single,Doctorate,Living with Family,Employed Full-Time,Female,Phone,Email Campaign,Desktop,No,Yes,No,Yes,No,No,West,47957,Yes,No,Personal,Other,Active Duty,No,High,Low,3,16,Yes,None,No,2,100-200K,1500-2000,No,Yes,Low,Yes,No,High,Low,No,Yes,Yes
59,50-75K,600-649,2022,194144,65,0,Chevrolet,Elantra,Financed,Single,Some College,Renter,Employed Full-Time,Other,Mail,Website,Desktop,Yes,No,No,No,No,No,West,82120,No,No,Personal,Other,Veteran,No,High,High,5,13,No,None,Yes,1,600K+,2000+,No,No,Medium,No,Yes,High,High,Yes,No,No
23,<30K,700-749,2015,141439,28,1,Mercedes,Sorento,Owned,Single,Some College,Renter,Unemployed,Other,Mail,Cold Call,Mobile,No,Yes,No,No,Yes,Yes,West,34167,No,Yes,Mixed,Spanish,Active Duty,Yes,Low,Medium,3,39,Yes,Regular,Yes,2,200-400K,<500,No,No,Medium,No,Yes,High,Low,Yes,Yes,Yes
36,150K+,650-699,2009,168187,59,0,Ford,Silverado,Owned,Divorced,Some College,Living with Family,Self-Employed,Female,Text,Cold Call,Desktop,Yes,No,Yes,No,No,No,Midwest,76196,Yes,No,Personal,Spanish,Active Duty,No,Medium,Low,5,10,No,Occasional,No,1,600K+,<500,No,Yes,Low,No,No,Medium,High,Yes,Yes,No
74,75-100K,750-800,2006,60113,67,0,Chevrolet,Altima,Owned,Married,Bachelor's Degree,Renter,Employed Part-Time,Other,Email,Event,Mobile,Yes,Yes,Yes,Yes,No,Yes,West,71634,No,Yes,Business,Spanish,Veteran,Yes,Medium,Low,4,30,No,None,Yes,3,200-400K,1000-1500,Yes,Yes,Low,No,Yes,High,Low,Yes,No,No
65,30-50K,600-649,2016,169698,34,0,Nissan,Sorento,Leased,Widowed,Associate Degree,Homeowner,Unemployed,Female,Phone,Event,Mobile,Yes,Yes,Yes,No,Yes,No,Northeast,22009,No,Yes,Mixed,Other,None,No,High,Low,2,31,No,None,Yes,4,400-600K,2000+,Yes,Yes,Medium,Yes,No,High,High,Yes,No,Yes
19,100-150K,<600,2012,47558,53,0,BMW,Corolla,Financed,Single,Doctorate,Renter,Unemployed,Other,Email,Email Campaign,Desktop,No,Yes,No,Yes,No,Yes,Northeast,81761,No,Yes,Personal,Spanish,None,No,Medium,Low,5,39,No,Occasional,No,2,600K+,<500,No,Yes,Low,Yes,No,Low,Low,No,No,No
60,100-150K,700-749,2015,165493,91,0,Kia,Elantra,Leased,Single,Bachelor's Degree,Renter,Employed Full-Time,Other,Mail,Email Campaign,Tablet,Yes,No,Yes,Yes,Yes,No,West,78101,No,Yes,Business,Other,Active Duty,Yes,Low,Medium,5,26,No,Occasional,Yes,3,100-200K,1000-1500,Yes,No,High,Yes,No,Medium,High,No,Yes,No
32,<30K,<600,2014,55919,34,0,Hyundai,F-150,Owned,Widowed,Some College,Renter,Retired,Male,Email,Email Campaign,Desktop,No,Yes,Yes,No,Yes,No,West,67749,Yes,Yes,Mixed,Other,Active Duty,Yes,High,Medium,3,20,No,None,Yes,1,200-400K,500-1000,No,No,Low,No,No,Medium,Medium,Yes,No,Yes
77,30-50K,650-699,2015,91785,56,0,Volkswagen,Jetta,Financed,Married,Associate Degree,Homeowner,Unemployed,Other,Mail,Referral,Tablet,No,No,Yes,No,No,Yes,West,48556,Yes,Yes,Personal,English,Active Duty,No,Medium,High,4,1,No,None,No,5,<100K,500-1000,Yes,Yes,High,Yes,No,Low,High,Yes,No,Yes
86,100-150K,700-749,2019,79020,95,0,Kia,Jetta,Leased,Married,Master's Degree,Renter,Unemployed,Female,Text,Event,Desktop,No,No,No,Yes,Yes,No,South,60097,Yes,No,Personal,Other,None,No,High,Medium,2,21,Yes,Occasional,Yes,6,200-400K,<500,No,Yes,Low,Yes,Yes,Medium,Medium,No,Yes,Yes
87,<30K,750-800,2009,159370,67,0,Honda,C-Class,Financed,Divorced,High School,Homeowner,Self-Employed,Male,Mail,Referral,Tablet,Yes,Yes,No,Yes,Yes,No,Northeast,79682,No,Yes,Mixed,Spanish,Veteran,No,Low,Medium,1,29,Yes,Regular,No,5,400-600K,1500-2000,Yes,Yes,High,No,No,Medium,Low,No,Yes,No
31,30-50K,750-800,2007,184639,53,1,Toyota,Civic,Financed,Single,Doctorate,Renter,Unemployed,Female,Email,Email Campaign,Desktop,No,Yes,Yes,Yes,No,Yes,Midwest,12398,No,No,Business,Spanish,Veteran,Yes,Low,High,4,39,No,Occasional,Yes,5,200-400K,1500-2000,No,Yes,Medium,No,Yes,Low,Low,No,No,Yes
56,30-50K,650-699,2016,47681,55,0,Chevrolet,Civic,Leased,Single,Master's Degree,Homeowner,Retired,Male,Email,Referral,Tablet,No,No,Yes,No,Yes,No,Northeast,10100,Yes,Yes,Business,English,None,No,Low,High,4,25,Yes,Regular,No,4,200-400K,2000+,No,No,Medium,No,Yes,Medium,High,No,No,Yes
72,<30K,<600,2012,33098,29,0,Nissan,3 Series,Leased,Divorced,High School,Living with Family,Employed Part-Time,Female,Email,Cold Call,Mobile,No,No,Yes,No,Yes,No,Northeast,65642,Yes,No,Personal,Spanish,Veteran,No,Medium,High,2,14,No,None,Yes,6,100-200K,1500-2000,No,No,Low,No,Yes,Medium,Low,Yes,No,No
82,<30K,600-649,2023,92582,45,0,Nissan,Corolla,Leased,Married,Master's Degree,Homeowner,Self-Employed,Male,Text,Event,Tablet,Yes,No,No,Yes,No,Yes,Midwest,54294,Yes,Yes,Business,English,Veteran,Yes,Medium,Medium,3,25,Yes,Occasional,Yes,5,600K+,<500,Yes,Yes,Medium,No,No,Low,Low,Yes,Yes,Yes
88,75-100K,600-649,2015,116816,74,0,Ford,Elantra,Leased,Widowed,Bachelor's Degree,Renter,Employed Full-Time,Female,Phone,Referral,Tablet,Yes,Yes,No,Yes,Yes,Yes,Northeast,75574,Yes,Yes,Business,Spanish,Active Duty,No,Low,Medium,3,13,No,Regular,No,2,200-400K,2000+,No,Yes,High,No,No,Medium,Low,No,No,Yes
54,50-75K,800+,2010,44557,60,0,BMW,Silverado,Owned,Married,High School,Homeowner,Employed Full-Time,Other,Email,Event,Mobile,Yes,Yes,Yes,No,Yes,No,South,23265,Yes,Yes,Personal,Spanish,Veteran,Yes,Medium,Low,4,25,No,Occasional,No,6,<100K,<500,No,Yes,Medium,No,No,Medium,High,No,No,No
73,30-50K,650-699,2018,70108,47,0,Kia,Sorento,Financed,Divorced,High School,Living with Family,Self-Employed,Female,Phone,Event,Mobile,No,Yes,Yes,No,Yes,No,Midwest,79788,No,Yes,Personal,Spanish,Active Duty,No,Low,High,5,29,Yes,None,Yes,4,200-400K,2000+,No,Yes,Low,No,Yes,Low,Low,No,No,No
54,30-50K,750-800,2016,10539,48,1,Volkswagen,Elantra,Owned,Widowed,Doctorate,Living with Family,Employed Full-Time,Male,Phone,Email Campaign,Mobile,Yes,Yes,No,Yes,Yes,Yes,West,82171,No,No,Business,English,None,No,Low,Medium,3,31,No,None,No,4,600K+,<500,No,No,High,Yes,Yes,Low,High,No,No,Yes
77,75-100K,750-800,2011,39676,90,1,BMW,Elantra,Owned,Single,Master's Degree,Renter,Self-Employed,Male,Email,Website,Mobile,No,Yes,Yes,Yes,Yes,No,South,80803,No,Yes,Business,Other,Veteran,Yes,Low,Medium,3,2,No,Regular,Yes,4,<100K,<500,Yes,Yes,Medium,No,Yes,Low,Medium,Yes,Yes,Yes
62,100-150K,<600,2008,99019,63,0,Kia,F-150,Financed,Married,Master's Degree,Living with Family,Retired,Male,Mail,Email Campaign,Desktop,No,Yes,Yes,No,Yes,No,Northeast,34438,Yes,Yes,Mixed,Spanish,Active Duty,No,Medium,High,2,32,Yes,None,No,3,200-400K,1000-1500,No,No,Low,Yes,No,Low,High,No,No,Yes
44,30-50K,600-649,2006,36082,35,0,BMW,C-Class,Owned,Widowed,High School,Homeowner,Self-Employed,Other,Email,Event,Mobile,Yes,Yes,Yes,No,No,No,West,92357,No,Yes,Mixed,Spanish,None,No,Medium,High,3,26,No,Regular,No,6,100-200K,1500-2000,Yes,Yes,Medium,No,No,Medium,Medium,No,No,No
66,100-150K,700-749,2006,23603,80,1,Nissan,F-150,Owned,Divorced,Bachelor's Degree,Homeowner,Employed Full-Time,Male,Phone,Event,Tablet,Yes,Yes,No,No,No,No,West,54739,Yes,Yes,Mixed,Other,Active Duty,No,Medium,Low,4,1,Yes,None,No,5,400-600K,2000+,No,No,Medium,Yes,Yes,Medium,Medium,Yes,No,Yes
59,75-100K,800+,2008,198620,81,0,Hyundai,Elantra,Owned,Married,Associate Degree,Homeowner,Self-Employed,Male,Text,Event,Tablet,Yes,Yes,Yes,Yes,No,No,Northeast,73557,Yes,No,Mixed,Other,None,No,Low,High,1,9,No,None,Yes,1,<100K,1500-2000,No,Yes,High,Yes,Yes,High,High,No,Yes,Yes
67,100-150K,650-699,2015,146740,73,1,Mercedes,Sorento,Financed,Widowed,Doctorate,Renter,Employed Part-Time,Female,Email,Referral,Desktop,Yes,No,No,No,Yes,Yes,West,35978,Yes,Yes,Personal,English,Active Duty,Yes,Medium,High,3,18,No,None,Yes,4,600K+,500-1000,Yes,No,Medium,Yes,Yes,High,Low,No,No,No
78,<30K,650-699,2011,107995,46,0,Hyundai,Civic,Owned,Single,High School,Renter,Retired,Male,Text,Website,Tablet,No,No,Yes,No,No,No,Northeast,50584,Yes,No,Business,Spanish,Active Duty,No,Medium,Low,2,1,Yes,None,Yes,2,100-200K,500-1000,Yes,Yes,Medium,Yes,Yes,Medium,High,No,No,Yes
87,50-75K,650-699,2016,152063,88,0,Volkswagen,3 Series,Leased,Widowed,High School,Homeowner,Employed Part-Time,Other,Phone,Event,Mobile,No,Yes,Yes,No,No,Yes,Northeast,88070,Yes,No,Personal,English,Veteran,Yes,High,High,1,24,No,Occasional,Yes,4,100-200K,<500,No,Yes,Low,Yes,Yes,Medium,Medium,Yes,Yes,Yes
59,30-50K,700-749,2006,91455,46,0,BMW,Jetta,Owned,Divorced,Associate Degree,Renter,Employed Full-Time,Other,Email,Event,Tablet,Yes,No,Yes,No,Yes,Yes,West,54834,Yes,Yes,Personal,English,None,Yes,Medium,High,1,40,Yes,Regular,No,4,<100K,1000-1500,Yes,No,Medium,No,Yes,Medium,High,No,No,Yes
69,30-50K,700-749,2021,13299,73,1,Ford,Civic,Leased,Divorced,Master's Degree,Living with Family,Unemployed,Male,Text,Email Campaign,Desktop,Yes,Yes,No,No,Yes,No,Midwest,37720,Yes,No,Business,English,Veteran,Yes,Medium,Medium,5,39,No,Occasional,Yes,4,400-600K,<500,No,No,Low,Yes,No,Low,High,Yes,No,Yes
45,100-150K,750-800,2014,55911,72,1,Honda,C-Class,Owned,Single,Doctorate,Renter,Employed Full-Time,Male,Text,Website,Desktop,Yes,No,No,No,No,Yes,South,58023,No,No,Mixed,Spanish,None,Yes,Medium,High,2,10,No,Regular,No,6,600K+,<500,Yes,No,Medium,No,No,High,Medium,Yes,Yes,Yes
